fair_mkt_rent,area_name,county_name,pop2010,state,metro
973,"Oregon County, MO",Oregon County,10881,MO,0
869,"Jefferson City, MO HUD Metro FMR Area",Osage County,13878,MO,1
933,"Ozark County, MO",Ozark County,9723,MO,0
807,"Pemiscot County, MO",Pemiscot County,18296,MO,0
1070,"Perry County, MO",Perry County,18971,MO,0
983,"Pettis County, MO",Pettis County,42201,MO,0
1021,"Phelps County, MO",Phelps County,45156,MO,0
882,"Pike County, MO",Pike County,18516,MO,0
1360,"Kansas City, MO-KS HUD Metro FMR Area",Platte County,89322,MO,1
1070,"Polk County, MO HUD Metro FMR Area",Polk County,31137,MO,1
1383,"Pulaski County, MO",Pulaski County,52274,MO,0
933,"Putnam County, MO",Putnam County,4979,MO,0
1098,"Ralls County, MO",Ralls County,10167,MO,0
1125,"Randolph County, MO",Randolph County,25414,MO,0
1360,"Kansas City, MO-KS HUD Metro FMR Area",Ray County,23494,MO,1
807,"Reynolds County, MO",Reynolds County,6696,MO,0
917,"Ripley County, MO",Ripley County,14100,MO,0
1206,"St. Louis, MO-IL HUD Metro FMR Area",St. Charles County,360485,MO,1
807,"St. Clair County, MO",St. Clair County,9805,MO,0
972,"Ste. Genevieve County, MO",Ste. Genevieve County,18145,MO,0
975,"St. Francois County, MO",St. Francois County,65359,MO,0
1206,"St. Louis, MO-IL HUD Metro FMR Area",St. Louis County,998954,MO,1
927,"Saline County, MO",Saline County,23370,MO,0
1070,"Schuyler County, MO",Schuyler County,4431,MO,0
933,"Scotland County, MO",Scotland County,4843,MO,0
831,"Scott County, MO",Scott County,39191,MO,0
933,"Shannon County, MO",Shannon County,8441,MO,0
822,"Shelby County, MO",Shelby County,6373,MO,0
815,"Stoddard County, MO",Stoddard County,29968,MO,0
930,"Stone County, MO",Stone County,32202,MO,0
1037,"Sullivan County, MO",Sullivan County,6714,MO,0
1158,"Taney County, MO",Taney County,51675,MO,0
1010,"Texas County, MO",Texas County,26008,MO,0
877,"Vernon County, MO",Vernon County,21159,MO,0
1206,"St. Louis, MO-IL HUD Metro FMR Area",Warren County,32513,MO,1
893,"Washington County, MO HUD Metro FMR Area",Washington County,25195,MO,1
1070,"Wayne County, MO",Wayne County,13521,MO,0
967,"Springfield, MO HUD Metro FMR Area",Webster County,36202,MO,1
933,"Worth County, MO",Worth County,2171,MO,0
1062,"Wright County, MO",Wright County,18815,MO,0
1206,"St. Louis, MO-IL HUD Metro FMR Area",St. Louis city,319294,MO,1
1019,"Beaverhead County, MT",Beaverhead County,9246,MT,0
915,"Big Horn County, MT",Big Horn County,12865,MT,0
976,"Blaine County, MT",Blaine County,6491,MT,0
1270,"Broadwater County, MT",Broadwater County,5612,MT,0
1010,"Billings, MT MSA",Carbon County,10078,MT,1
1019,"Carter County, MT",Carter County,1160,MT,0
955,"Great Falls, MT MSA",Cascade County,81327,MT,1
961,"Chouteau County, MT",Chouteau County,5813,MT,0
941,"Custer County, MT",Custer County,11699,MT,0
1019,"Daniels County, MT",Daniels County,1751,MT,0
1139,"Dawson County, MT",Dawson County,8966,MT,0
1104,"Deer Lodge County, MT",Deer Lodge County,9298,MT,0
1019,"Fallon County, MT",Fallon County,2890,MT,0
1222,"Fergus County, MT",Fergus County,11586,MT,0
1465,"Flathead County, MT",Flathead County,90928,MT,0
1366,"Gallatin County, MT",Gallatin County,89513,MT,0
1019,"Garfield County, MT",Garfield County,1206,MT,0
1022,"Glacier County, MT",Glacier County,13399,MT,0
1019,"Golden Valley County, MT",Golden Valley County,884,MT,0
1183,"Granite County, MT",Granite County,3079,MT,0
951,"Hill County, MT",Hill County,16096,MT,0
1095,"Jefferson County, MT",Jefferson County,11406,MT,0
1019,"Judith Basin County, MT",Judith Basin County,2072,MT,0
1130,"Lake County, MT",Lake County,28746,MT,0
1258,"Lewis and Clark County, MT",Lewis and Clark County,63395,MT,0
1019,"Liberty County, MT",Liberty County,2339,MT,0
1139,"Lincoln County, MT",Lincoln County,19687,MT,0
1139,"McCone County, MT",McCone County,1734,MT,0
1042,"Madison County, MT",Madison County,7691,MT,0
1019,"Meagher County, MT",Meagher County,1891,MT,0
892,"Mineral County, MT",Mineral County,4223,MT,0
1337,"Missoula, MT MSA",Missoula County,109299,MT,1
1019,"Musselshell County, MT",Musselshell County,4538,MT,0
1395,"Park County, MT",Park County,15636,MT,0
1144,"Petroleum County, MT",Petroleum County,494,MT,0
1019,"Phillips County, MT",Phillips County,4253,MT,0
1139,"Pondera County, MT",Pondera County,6153,MT,0
1403,"Powder River County, MT",Powder River County,1743,MT,0
1122,"Powell County, MT",Powell County,7027,MT,0
1019,"Prairie County, MT",Prairie County,1179,MT,0
1121,"Ravalli County, MT",Ravalli County,40212,MT,0
1139,"Richland County, MT",Richland County,9746,MT,0
859,"Roosevelt County, MT",Roosevelt County,10425,MT,0
859,"Rosebud County, MT",Rosebud County,9233,MT,0
921,"Sanders County, MT",Sanders County,11413,MT,0
1139,"Sheridan County, MT",Sheridan County,3384,MT,0
1019,"Silver Bow County, MT",Silver Bow County,34200,MT,0
1139,"Stillwater County, MT",Stillwater County,9117,MT,0
1250,"Sweet Grass County, MT",Sweet Grass County,3651,MT,0
1034,"Teton County, MT",Teton County,6073,MT,0
1139,"Toole County, MT",Toole County,5324,MT,0
1168,"Treasure County, MT",Treasure County,718,MT,0
894,"Valley County, MT",Valley County,7369,MT,0
1168,"Wheatland County, MT",Wheatland County,2168,MT,0
1019,"Wibaux County, MT",Wibaux County,1017,MT,0
1010,"Billings, MT MSA",Yellowstone County,147972,MT,1
814,"Adams County, NE",Adams County,31364,NE,0
811,"Antelope County, NE",Antelope County,6685,NE,0
897,"Arthur County, NE",Arthur County,460,NE,0
830,"Banner County, NE",Banner County,690,NE,0
860,"Blaine County, NE",Blaine County,478,NE,0
811,"Boone County, NE",Boone County,5505,NE,0
844,"Box Butte County, NE",Box Butte County,11308,NE,0
897,"Boyd County, NE",Boyd County,2099,NE,0
895,"Brown County, NE",Brown County,3145,NE,0
1150,"Buffalo County, NE",Buffalo County,46102,NE,0
837,"Burt County, NE",Burt County,6858,NE,0
1001,"Butler County, NE",Butler County,8395,NE,0
1202,"Omaha-Council Bluffs, NE-IA HUD Metro FMR Area",Cass County,25241,NE,1
1075,"Cedar County, NE",Cedar County,8852,NE,0
858,"Chase County, NE",Chase County,3966,NE,0
830,"Cherry County, NE",Cherry County,5713,NE,0
882,"Cheyenne County, NE",Cheyenne County,9998,NE,0
811,"Clay County, NE",Clay County,6542,NE,0
860,"Colfax County, NE",Colfax County,10515,NE,0
823,"Cuming County, NE",Cuming County,9139,NE,0
1075,"Custer County, NE",Custer County,10939,NE,0
1045,"Sioux City, IA-NE-SD MSA",Dakota County,21006,NE,1
897,"Dawes County, NE",Dawes County,9182,NE,0
811,"Dawson County, NE",Dawson County,24326,NE,0
830,"Deuel County, NE",Deuel County,1941,NE,0
1045,"Sioux City, IA-NE-SD MSA",Dixon County,6000,NE,1
885,"Dodge County, NE",Dodge County,36691,NE,0
1202,"Omaha-Council Bluffs, NE-IA HUD Metro FMR Area",Douglas County,517110,NE,1
830,"Dundy County, NE",Dundy County,2008,NE,0
818,"Fillmore County, NE",Fillmore County,5890,NE,0
1075,"Franklin County, NE",Franklin County,3225,NE,0
811,"Frontier County, NE",Frontier County,2756,NE,0
830,"Furnas County, NE",Furnas County,4959,NE,0
833,"Gage County, NE",Gage County,22311,NE,0
1005,"Garden County, NE",Garden County,2057,NE,0
858,"Garfield County, NE",Garfield County,2049,NE,0
839,"Gosper County, NE",Gosper County,2044,NE,0
830,"Grant County, NE",Grant County,614,NE,0
947,"Greeley County, NE",Greeley County,2538,NE,0
885,"Hall County, NE",Hall County,58607,NE,0
921,"Hamilton County, NE",Hamilton County,9124,NE,0
811,"Harlan County, NE",Harlan County,3423,NE,0
861,"Hayes County, NE",Hayes County,967,NE,0
854,"Hitchcock County, NE",Hitchcock County,2908,NE,0
841,"Holt County, NE",Holt County,10435,NE,0
830,"Hooker County, NE",Hooker County,736,NE,0
811,"Howard County, NE",Howard County,6274,NE,0
991,"Jefferson County, NE",Jefferson County,7547,NE,0
853,"Johnson County, NE",Johnson County,5217,NE,0
847,"Kearney County, NE",Kearney County,6489,NE,0
1005,"Keith County, NE",Keith County,8368,NE,0
830,"Keya Paha County, NE",Keya Paha County,824,NE,0
863,"Kimball County, NE",Kimball County,3821,NE,0
1075,"Knox County, NE",Knox County,8701,NE,0
1215,"Lincoln, NE HUD Metro FMR Area",Lancaster County,285407,NE,1
931,"Lincoln County, NE",Lincoln County,36288,NE,0
830,"Logan County, NE",Logan County,763,NE,0
830,"Loup County, NE",Loup County,632,NE,0
830,"McPherson County, NE",McPherson County,539,NE,0
1021,"Madison County, NE",Madison County,34876,NE,0
897,"Merrick County, NE",Merrick County,7845,NE,0
893,"Morrill County, NE",Morrill County,5042,NE,0
822,"Nance County, NE",Nance County,3735,NE,0
1075,"Nemaha County, NE",Nemaha County,7248,NE,0
897,"Nuckolls County, NE",Nuckolls County,4500,NE,0
1075,"Otoe County, NE",Otoe County,15740,NE,0
811,"Pawnee County, NE",Pawnee County,2773,NE,0
952,"Perkins County, NE",Perkins County,2970,NE,0
1075,"Phelps County, NE",Phelps County,9188,NE,0
1071,"Pierce County, NE",Pierce County,7266,NE,0
926,"Platte County, NE",Platte County,32237,NE,0
811,"Polk County, NE",Polk County,5406,NE,0
957,"Red Willow County, NE",Red Willow County,11055,NE,0
811,"Richardson County, NE",Richardson County,8363,NE,0
830,"Rock County, NE",Rock County,1526,NE,0
906,"Saline County, NE",Saline County,14200,NE,0
1202,"Omaha-Council Bluffs, NE-IA HUD Metro FMR Area",Sarpy County,158840,NE,1
964,"Saunders County, NE HUD Metro FMR Area",Saunders County,20780,NE,1
953,"Scotts Bluff County, NE",Scotts Bluff County,36970,NE,0
1075,"Seward County, NE HUD Metro FMR Area",Seward County,16750,NE,1
823,"Sheridan County, NE",Sheridan County,5469,NE,0
960,"Sherman County, NE",Sherman County,3152,NE,0
830,"Sioux County, NE",Sioux County,1311,NE,0
978,"Stanton County, NE",Stanton County,6129,NE,0
811,"Thayer County, NE",Thayer County,5228,NE,0
830,"Thomas County, NE",Thomas County,647,NE,0
811,"Thurston County, NE",Thurston County,6940,NE,0
830,"Valley County, NE",Valley County,4260,NE,0
1202,"Omaha-Council Bluffs, NE-IA HUD Metro FMR Area",Washington County,20234,NE,1
847,"Wayne County, NE",Wayne County,9595,NE,0
1075,"Webster County, NE",Webster County,3812,NE,0
897,"Wheeler County, NE",Wheeler County,818,NE,0
811,"York County, NE",York County,13665,NE,0
1498,"Churchill County, NV",Churchill County,24877,NV,0
1695,"Las Vegas-Paradise, NV MSA",Clark County,1951269,NV,1
1668,"Douglas County, NV",Douglas County,46997,NV,0
1382,"Elko County, NV",Elko County,48818,NV,0
1032,"Esmeralda County, NV",Esmeralda County,783,NV,0
1303,"Eureka County, NV",Eureka County,1987,NV,0
1181,"Humboldt County, NV",Humboldt County,16528,NV,0
1130,"Lander County, NV",Lander County,5775,NV,0
875,"Lincoln County, NV",Lincoln County,5345,NV,0
1392,"Lyon County, NV",Lyon County,51980,NV,0
1032,"Mineral County, NV",Mineral County,4772,NV,0
1043,"Nye County, NV",Nye County,43946,NV,0
1032,"Pershing County, NV",Pershing County,6753,NV,0
1637,"Reno-Sparks, NV MSA",Storey County,4010,NV,1
1637,"Reno-Sparks, NV MSA",Washoe County,421407,NV,1
1099,"White Pine County, NV",White Pine County,10030,NV,0
1510,"Carson City, NV MSA",Carson City,55274,NV,1
1418,"Belknap County, NH",Alton town,5250,NH,0
1418,"Belknap County, NH",Barnstead town,4593,NH,0
1418,"Belknap County, NH",Belmont town,7356,NH,0
1418,"Belknap County, NH",Center Harbor town,1096,NH,0
1418,"Belknap County, NH",Gilford town,7126,NH,0
1418,"Belknap County, NH",Gilmanton town,3777,NH,0
1418,"Belknap County, NH",Laconia city,15951,NH,0
1418,"Belknap County, NH",Meredith town,6241,NH,0
1418,"Belknap County, NH",New Hampton town,2165,NH,0
1418,"Belknap County, NH",Sanbornton town,2966,NH,0
1418,"Belknap County, NH",Tilton town,3567,NH,0
1424,"Carroll County, NH",Albany town,735,NH,0
1424,"Carroll County, NH",Bartlett town,2788,NH,0
1424,"Carroll County, NH",Brookfield town,712,NH,0
1424,"Carroll County, NH",Chatham town,337,NH,0
1424,"Carroll County, NH",Conway town,10115,NH,0
1424,"Carroll County, NH",Eaton town,393,NH,0
1424,"Carroll County, NH",Effingham town,1465,NH,0
1424,"Carroll County, NH",Freedom town,1489,NH,0
1424,"Carroll County, NH",Hale's location,120,NH,0
1424,"Carroll County, NH",Hart's Location town,41,NH,0
1424,"Carroll County, NH",Jackson town,816,NH,0
1424,"Carroll County, NH",Madison town,2502,NH,0
1424,"Carroll County, NH",Moultonborough town,4044,NH,0
1424,"Carroll County, NH",Ossipee town,4345,NH,0
1424,"Carroll County, NH",Sandwich town,1326,NH,0
1424,"Carroll County, NH",Tamworth town,2856,NH,0
1424,"Carroll County, NH",Tuftonboro town,2387,NH,0
1424,"Carroll County, NH",Wakefield town,5078,NH,0
1424,"Carroll County, NH",Wolfeboro town,6269,NH,0
1707,"Cheshire County, NH",Alstead town,1937,NH,0
1707,"Cheshire County, NH",Chesterfield town,3604,NH,0
1707,"Cheshire County, NH",Dublin town,1597,NH,0
1707,"Cheshire County, NH",Fitzwilliam town,2396,NH,0
1707,"Cheshire County, NH",Gilsum town,813,NH,0
1707,"Cheshire County, NH",Harrisville town,961,NH,0
1707,"Cheshire County, NH",Hinsdale town,4046,NH,0
1707,"Cheshire County, NH",Jaffrey town,5457,NH,0
1707,"Cheshire County, NH",Keene city,23409,NH,0
1707,"Cheshire County, NH",Marlborough town,2063,NH,0
1707,"Cheshire County, NH",Marlow town,742,NH,0
1707,"Cheshire County, NH",Nelson town,729,NH,0
1707,"Cheshire County, NH",Richmond town,1155,NH,0
1707,"Cheshire County, NH",Rindge town,6014,NH,0
1707,"Cheshire County, NH",Roxbury town,229,NH,0
1707,"Cheshire County, NH",Stoddard town,1232,NH,0
1707,"Cheshire County, NH",Sullivan town,677,NH,0
1707,"Cheshire County, NH",Surry town,732,NH,0
1707,"Cheshire County, NH",Swanzey town,7230,NH,0
1707,"Cheshire County, NH",Troy town,2145,NH,0
1707,"Cheshire County, NH",Walpole town,3734,NH,0
1707,"Cheshire County, NH",Westmoreland town,1874,NH,0
1707,"Cheshire County, NH",Winchester town,4341,NH,0
1134,"Coos County, NH",Atkinson and Gilmanton Academy grant,0,NH,0
1134,"Coos County, NH",Beans grant,0,NH,0
1134,"Coos County, NH",Beans purchase,0,NH,0
1134,"Coos County, NH",Berlin city,10051,NH,0
1134,"Coos County, NH",Cambridge township,8,NH,0
1134,"Coos County, NH",Carroll town,763,NH,0
1134,"Coos County, NH",Chandlers purchase,0,NH,0
1134,"Coos County, NH",Clarksville town,265,NH,0
1134,"Coos County, NH",Colebrook town,2301,NH,0
1134,"Coos County, NH",Columbia town,757,NH,0
1134,"Coos County, NH",Crawfords purchase,0,NH,0
1134,"Coos County, NH",Cutts grant,0,NH,0
1134,"Coos County, NH",Dalton town,979,NH,0
1134,"Coos County, NH",Dixs grant,1,NH,0
1134,"Coos County, NH",Dixville township,12,NH,0
1134,"Coos County, NH",Dummer town,304,NH,0
1134,"Coos County, NH",Errol town,291,NH,0
1134,"Coos County, NH",Ervings location,0,NH,0
1134,"Coos County, NH",Gorham town,2848,NH,0
1134,"Coos County, NH",Greens grant,1,NH,0
1134,"Coos County, NH",Hadleys purchase,0,NH,0
1134,"Coos County, NH",Jefferson town,1107,NH,0
1134,"Coos County, NH",Kilkenny township,0,NH,0
1134,"Coos County, NH",Lancaster town,3507,NH,0
1134,"Coos County, NH",Low and Burbanks grant,0,NH,0
1134,"Coos County, NH",Martins location,0,NH,0
1134,"Coos County, NH",Milan town,1337,NH,0
1134,"Coos County, NH",Millsfield township,23,NH,0
1134,"Coos County, NH",Northumberland town,2288,NH,0
1134,"Coos County, NH",Odell township,4,NH,0
1134,"Coos County, NH",Pinkhams grant,9,NH,0
1134,"Coos County, NH",Pittsburg town,869,NH,0
1134,"Coos County, NH",Randolph town,310,NH,0
1134,"Coos County, NH",Sargents purchase,3,NH,0
1134,"Coos County, NH",Second College grant,0,NH,0
1134,"Coos County, NH",Shelburne town,372,NH,0
1134,"Coos County, NH",Stark town,556,NH,0
1134,"Coos County, NH",Stewartstown town,1004,NH,0
1134,"Coos County, NH",Stratford town,746,NH,0
1134,"Coos County, NH",Success township,0,NH,0
1134,"Coos County, NH",Thompson and Meserves purchase,0,NH,0
1134,"Coos County, NH",Wentworth location,33,NH,0
1134,"Coos County, NH",Whitefield town,2306,NH,0
1693,"Grafton County, NH",Alexandria town,1613,NH,0
1693,"Grafton County, NH",Ashland town,2076,NH,0
1693,"Grafton County, NH",Bath town,1077,NH,0
1693,"Grafton County, NH",Benton town,364,NH,0
1693,"Grafton County, NH",Bethlehem town,2526,NH,0
1693,"Grafton County, NH",Bridgewater town,1083,NH,0
1693,"Grafton County, NH",Bristol town,3054,NH,0
1693,"Grafton County, NH",Campton town,3333,NH,0
1693,"Grafton County, NH",Canaan town,3909,NH,0
1693,"Grafton County, NH",Dorchester town,355,NH,0
1693,"Grafton County, NH",Easton town,254,NH,0
1693,"Grafton County, NH",Ellsworth town,83,NH,0
1693,"Grafton County, NH",Enfield town,4582,NH,0
1693,"Grafton County, NH",Franconia town,1104,NH,0
1693,"Grafton County, NH",Grafton town,1340,NH,0
1693,"Grafton County, NH",Groton town,593,NH,0
1693,"Grafton County, NH",Hanover town,11260,NH,0
1693,"Grafton County, NH",Haverhill town,4697,NH,0
1693,"Grafton County, NH",Hebron town,602,NH,0
1693,"Grafton County, NH",Holderness town,2108,NH,0
1693,"Grafton County, NH",Landaff town,415,NH,0
1693,"Grafton County, NH",Lebanon city,13151,NH,0
1693,"Grafton County, NH",Lincoln town,1662,NH,0
1693,"Grafton County, NH",Lisbon town,1595,NH,0
1693,"Grafton County, NH",Littleton town,5928,NH,0
1693,"Grafton County, NH",Livermore town,0,NH,0
1693,"Grafton County, NH",Lyman town,533,NH,0
1693,"Grafton County, NH",Lyme town,1716,NH,0
1693,"Grafton County, NH",Monroe town,788,NH,0
1693,"Grafton County, NH",Orange town,331,NH,0
1693,"Grafton County, NH",Orford town,1237,NH,0
1693,"Grafton County, NH",Piermont town,790,NH,0
1693,"Grafton County, NH",Plymouth town,6990,NH,0
1693,"Grafton County, NH",Rumney town,1480,NH,0
1693,"Grafton County, NH",Sugar Hill town,563,NH,0
1693,"Grafton County, NH",Thornton town,2490,NH,0
1693,"Grafton County, NH",Warren town,904,NH,0
1693,"Grafton County, NH",Waterville Valley town,247,NH,0
1693,"Grafton County, NH",Wentworth town,911,NH,0
1693,"Grafton County, NH",Woodstock town,1374,NH,0
1809,"Nashua, NH HUD Metro FMR Area",Amherst town,11201,NH,1
1322,"Hillsborough County, NH (part) HUD Metro FMR Area",Antrim town,2637,NH,1
1515,"Manchester, NH HUD Metro FMR Area",Bedford town,21203,NH,1
1322,"Hillsborough County, NH (part) HUD Metro FMR Area",Bennington town,1476,NH,1
1809,"Nashua, NH HUD Metro FMR Area",Brookline town,4991,NH,1
1322,"Hillsborough County, NH (part) HUD Metro FMR Area",Deering town,1912,NH,1
1322,"Hillsborough County, NH (part) HUD Metro FMR Area",Francestown town,1562,NH,1
1515,"Manchester, NH HUD Metro FMR Area",Goffstown town,17651,NH,1
1322,"Hillsborough County, NH (part) HUD Metro FMR Area",Greenfield town,1749,NH,1
1809,"Nashua, NH HUD Metro FMR Area",Greenville town,2105,NH,1
1322,"Hillsborough County, NH (part) HUD Metro FMR Area",Hancock town,1654,NH,1
1322,"Hillsborough County, NH (part) HUD Metro FMR Area",Hillsborough town,6011,NH,1
1809,"Nashua, NH HUD Metro FMR Area",Hollis town,7684,NH,1
1809,"Nashua, NH HUD Metro FMR Area",Hudson town,24467,NH,1
1809,"Nashua, NH HUD Metro FMR Area",Litchfield town,8271,NH,1
1322,"Hillsborough County, NH (part) HUD Metro FMR Area",Lyndeborough town,1683,NH,1
1515,"Manchester, NH HUD Metro FMR Area",Manchester city,109565,NH,1
1809,"Nashua, NH HUD Metro FMR Area",Mason town,1382,NH,1
1809,"Nashua, NH HUD Metro FMR Area",Merrimack town,25494,NH,1
1809,"Nashua, NH HUD Metro FMR Area",Milford town,15115,NH,1
1809,"Nashua, NH HUD Metro FMR Area",Mont Vernon town,2409,NH,1
1809,"Nashua, NH HUD Metro FMR Area",Nashua city,86494,NH,1
1322,"Hillsborough County, NH (part) HUD Metro FMR Area",New Boston town,5321,NH,1
1809,"Nashua, NH HUD Metro FMR Area",New Ipswich town,5099,NH,1
1809,"Nashua, NH HUD Metro FMR Area",Pelham town,12897,NH,1
1322,"Hillsborough County, NH (part) HUD Metro FMR Area",Peterborough town,6284,NH,1
1322,"Hillsborough County, NH (part) HUD Metro FMR Area",Sharon town,352,NH,1
1322,"Hillsborough County, NH (part) HUD Metro FMR Area",Temple town,1366,NH,1
1515,"Manchester, NH HUD Metro FMR Area",Weare town,8785,NH,1
1809,"Nashua, NH HUD Metro FMR Area",Wilton town,3677,NH,1
1322,"Hillsborough County, NH (part) HUD Metro FMR Area",Windsor town,224,NH,1
1575,"Merrimack County, NH",Allenstown town,4322,NH,0
1575,"Merrimack County, NH",Andover town,2371,NH,0
1575,"Merrimack County, NH",Boscawen town,3965,NH,0
1575,"Merrimack County, NH",Bow town,7519,NH,0
1575,"Merrimack County, NH",Bradford town,1650,NH,0
1575,"Merrimack County, NH",Canterbury town,2352,NH,0
1575,"Merrimack County, NH",Chichester town,2523,NH,0
1575,"Merrimack County, NH",Concord city,42695,NH,0
1575,"Merrimack County, NH",Danbury town,1164,NH,0
1575,"Merrimack County, NH",Dunbarton town,2758,NH,0
1575,"Merrimack County, NH",Epsom town,4566,NH,0
1575,"Merrimack County, NH",Franklin city,8477,NH,0
1575,"Merrimack County, NH",Henniker town,4836,NH,0
1575,"Merrimack County, NH",Hill town,1089,NH,0
1575,"Merrimack County, NH",Hooksett town,13451,NH,0
1575,"Merrimack County, NH",Hopkinton town,5589,NH,0
1575,"Merrimack County, NH",Loudon town,5317,NH,0
1575,"Merrimack County, NH",Newbury town,2072,NH,0
1575,"Merrimack County, NH",New London town,4397,NH,0
1575,"Merrimack County, NH",Northfield town,4829,NH,0
1575,"Merrimack County, NH",Pembroke town,7115,NH,0
1575,"Merrimack County, NH",Pittsfield town,4106,NH,0
1575,"Merrimack County, NH",Salisbury town,1382,NH,0
1575,"Merrimack County, NH",Sutton town,1837,NH,0
1575,"Merrimack County, NH",Warner town,2833,NH,0
1575,"Merrimack County, NH",Webster town,1872,NH,0
1575,"Merrimack County, NH",Wilmot town,1358,NH,0
1561,"Lawrence, MA-NH HUD Metro FMR Area",Atkinson town,6751,NH,1
1770,"Western Rockingham County, NH HUD Metro FMR Area",Auburn town,4953,NH,1
1521,"Portsmouth-Rochester, NH HUD Metro FMR Area",Brentwood town,4486,NH,1
1770,"Western Rockingham County, NH HUD Metro FMR Area",Candia town,3909,NH,1
1561,"Lawrence, MA-NH HUD Metro FMR Area",Chester town,4768,NH,1
1561,"Lawrence, MA-NH HUD Metro FMR Area",Danville town,4387,NH,1
1770,"Western Rockingham County, NH HUD Metro FMR Area",Deerfield town,4280,NH,1
1561,"Lawrence, MA-NH HUD Metro FMR Area",Derry town,33109,NH,1
1521,"Portsmouth-Rochester, NH HUD Metro FMR Area",East Kingston town,2357,NH,1
1521,"Portsmouth-Rochester, NH HUD Metro FMR Area",Epping town,6411,NH,1
1521,"Portsmouth-Rochester, NH HUD Metro FMR Area",Exeter town,14306,NH,1
1561,"Lawrence, MA-NH HUD Metro FMR Area",Fremont town,4283,NH,1
1521,"Portsmouth-Rochester, NH HUD Metro FMR Area",Greenland town,3549,NH,1
1561,"Lawrence, MA-NH HUD Metro FMR Area",Hampstead town,8523,NH,1
1521,"Portsmouth-Rochester, NH HUD Metro FMR Area",Hampton town,15430,NH,1
1521,"Portsmouth-Rochester, NH HUD Metro FMR Area",Hampton Falls town,2236,NH,1
1521,"Portsmouth-Rochester, NH HUD Metro FMR Area",Kensington town,2124,NH,1
1561,"Lawrence, MA-NH HUD Metro FMR Area",Kingston town,6025,NH,1
1770,"Western Rockingham County, NH HUD Metro FMR Area",Londonderry town,24129,NH,1
1521,"Portsmouth-Rochester, NH HUD Metro FMR Area",New Castle town,968,NH,1
1521,"Portsmouth-Rochester, NH HUD Metro FMR Area",Newfields town,1680,NH,1
1521,"Portsmouth-Rochester, NH HUD Metro FMR Area",Newington town,753,NH,1
1521,"Portsmouth-Rochester, NH HUD Metro FMR Area",Newmarket town,8936,NH,1
1561,"Lawrence, MA-NH HUD Metro FMR Area",Newton town,4603,NH,1
1521,"Portsmouth-Rochester, NH HUD Metro FMR Area",North Hampton town,4301,NH,1
1770,"Western Rockingham County, NH HUD Metro FMR Area",Northwood town,4241,NH,1
1770,"Western Rockingham County, NH HUD Metro FMR Area",Nottingham town,4785,NH,1
1561,"Lawrence, MA-NH HUD Metro FMR Area",Plaistow town,7609,NH,1
1521,"Portsmouth-Rochester, NH HUD Metro FMR Area",Portsmouth city,20779,NH,1
1561,"Lawrence, MA-NH HUD Metro FMR Area",Raymond town,10138,NH,1
1521,"Portsmouth-Rochester, NH HUD Metro FMR Area",Rye town,5298,NH,1
1561,"Lawrence, MA-NH HUD Metro FMR Area",Salem town,28776,NH,1
1561,"Lawrence, MA-NH HUD Metro FMR Area",Sandown town,5986,NH,1
2023,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Seabrook town,8693,NH,1
2023,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",South Hampton town,814,NH,1
1521,"Portsmouth-Rochester, NH HUD Metro FMR Area",Stratham town,7255,NH,1
1561,"Lawrence, MA-NH HUD Metro FMR Area",Windham town,13592,NH,1
1521,"Portsmouth-Rochester, NH HUD Metro FMR Area",Barrington town,8576,NH,1
1521,"Portsmouth-Rochester, NH HUD Metro FMR Area",Dover city,29987,NH,1
1521,"Portsmouth-Rochester, NH HUD Metro FMR Area",Durham town,14638,NH,1
1521,"Portsmouth-Rochester, NH HUD Metro FMR Area",Farmington town,6786,NH,1
1521,"Portsmouth-Rochester, NH HUD Metro FMR Area",Lee town,4330,NH,1
1521,"Portsmouth-Rochester, NH HUD Metro FMR Area",Madbury town,1771,NH,1
1521,"Portsmouth-Rochester, NH HUD Metro FMR Area",Middleton town,1783,NH,1
1521,"Portsmouth-Rochester, NH HUD Metro FMR Area",Milton town,4598,NH,1
1521,"Portsmouth-Rochester, NH HUD Metro FMR Area",New Durham town,2638,NH,1
1521,"Portsmouth-Rochester, NH HUD Metro FMR Area",Rochester city,29752,NH,1
1521,"Portsmouth-Rochester, NH HUD Metro FMR Area",Rollinsford town,2527,NH,1
1521,"Portsmouth-Rochester, NH HUD Metro FMR Area",Somersworth city,11766,NH,1
1521,"Portsmouth-Rochester, NH HUD Metro FMR Area",Strafford town,3991,NH,1
1375,"Sullivan County, NH",Acworth town,891,NH,0
1375,"Sullivan County, NH",Charlestown town,5114,NH,0
1375,"Sullivan County, NH",Claremont city,13355,NH,0
1375,"Sullivan County, NH",Cornish town,1640,NH,0
1375,"Sullivan County, NH",Croydon town,764,NH,0
1375,"Sullivan County, NH",Goshen town,810,NH,0
1375,"Sullivan County, NH",Grantham town,2985,NH,0
1375,"Sullivan County, NH",Langdon town,688,NH,0
1375,"Sullivan County, NH",Lempster town,1154,NH,0
1375,"Sullivan County, NH",Newport town,6507,NH,0
1375,"Sullivan County, NH",Plainfield town,2364,NH,0
1375,"Sullivan County, NH",Springfield town,1311,NH,0
