two_bed,studio,one_bed,three_bed,four_bed,county_name,pop2010,state,metro
643,428,479,948,951,Watonwan County,11211,MN,0
643,428,485,865,936,Wilkin County,6576,MN,0
675,448,519,892,1038,Winona County,51461,MN,0
996,641,796,1403,1656,Wright County,124700,MN,1
643,428,484,946,1118,Yellow Medicine County,10438,MN,0
661,450,558,867,1118,Adams County,32297,MS,0
620,422,523,841,929,Alcorn County,37057,MS,0
620,422,523,846,1021,Amite County,13131,MS,0
620,422,523,914,917,Attala County,19564,MS,0
620,422,523,797,829,Benton County,8729,MS,0
620,455,458,772,829,Bolivar County,34145,MS,0
620,369,466,875,1066,Calhoun County,14962,MS,0
620,422,510,887,890,Carroll County,10597,MS,0
620,384,458,772,829,Chickasaw County,17392,MS,0
620,422,493,914,917,Choctaw County,8547,MS,0
620,422,523,819,829,Claiborne County,9604,MS,0
634,432,535,934,937,Clarke County,16732,MS,0
673,458,497,838,899,Clay County,20634,MS,0
632,376,533,787,845,Coahoma County,26151,MS,0
780,464,646,971,1067,Copiah County,29449,MS,1
620,422,510,914,1079,Covington County,19568,MS,0
832,614,702,1137,1267,DeSoto County,161252,MS,1
739,546,577,990,1041,Forrest County,74934,MS,1
620,422,458,914,917,Franklin County,8118,MS,0
744,589,593,1022,1029,George County,22578,MS,1
620,422,484,914,917,Greene County,14400,MS,0
620,422,518,782,829,Grenada County,21906,MS,0
808,653,673,1039,1107,Hancock County,43929,MS,1
808,653,673,1039,1107,Harrison County,187105,MS,1
780,464,646,971,1067,Hinds County,245285,MS,1
620,422,523,772,829,Holmes County,19198,MS,0
620,422,458,903,906,Humphreys County,9375,MS,0
620,422,510,914,917,Issaquena County,1406,MS,0
620,422,523,914,917,Itawamba County,23401,MS,0
744,589,593,1022,1029,Jackson County,139668,MS,1
620,422,523,914,1002,Jasper County,17062,MS,0
620,422,458,838,841,Jefferson County,7726,MS,0
620,422,472,914,917,Jefferson Davis County,12487,MS,0
746,444,629,947,997,Jones County,67761,MS,0
632,430,467,787,845,Kemper County,10456,MS,0
838,571,659,1068,1120,Lafayette County,47351,MS,0
739,546,577,990,1041,Lamar County,55658,MS,1
718,489,606,1026,1272,Lauderdale County,80261,MS,0
641,436,541,799,1135,Lawrence County,12929,MS,0
620,422,523,847,868,Leake County,23805,MS,0
646,384,545,879,882,Lee County,82910,MS,0
624,504,516,777,845,Leflore County,32317,MS,0
620,418,458,816,1000,Lincoln County,34869,MS,0
633,416,534,886,889,Lowndes County,59779,MS,0
780,464,646,971,1067,Madison County,95203,MS,1
620,422,488,772,841,Marion County,27088,MS,0
648,476,479,931,1148,Marshall County,37144,MS,1
620,422,458,793,829,Monroe County,36989,MS,0
620,422,510,870,974,Montgomery County,10925,MS,0
628,428,519,845,971,Neshoba County,29676,MS,0
654,445,483,915,1158,Newton County,21720,MS,0
620,422,523,914,917,Noxubee County,11545,MS,0
732,585,613,1049,1257,Oktibbeha County,47671,MS,0
621,423,524,850,854,Panola County,34707,MS,0
650,443,480,951,955,Pearl River County,55834,MS,0
739,546,577,990,1041,Perry County,12250,MS,1
656,447,485,817,877,Pike County,40404,MS,0
620,422,458,838,1056,Pontotoc County,29957,MS,0
620,422,487,865,886,Prentiss County,25276,MS,0
620,369,523,772,829,Quitman County,8223,MS,0
780,464,646,971,1067,Rankin County,141617,MS,1
620,369,484,774,1009,Scott County,28264,MS,0
620,422,523,772,829,Sharkey County,4916,MS,0
620,369,523,777,829,Simpson County,27503,MS,1
620,422,458,772,935,Smith County,16491,MS,0
808,653,673,1039,1107,Stone County,17786,MS,1
620,432,458,812,920,Sunflower County,29450,MS,0
620,501,523,914,917,Tallahatchie County,15378,MS,0
713,523,527,888,1233,Tate County,28886,MS,1
620,422,523,824,921,Tippah County,22232,MS,0
620,422,466,903,942,Tishomingo County,19593,MS,0
746,531,551,929,1136,Tunica County,10778,MS,1
620,422,523,914,1098,Union County,27134,MS,0
666,454,548,829,890,Walthall County,15443,MS,0
688,537,540,858,947,Warren County,48773,MS,0
620,491,495,867,871,Washington County,51137,MS,0
620,422,458,775,1098,Wayne County,20747,MS,0
620,501,523,914,1098,Webster County,10253,MS,0
620,422,458,772,829,Wilkinson County,9878,MS,0
620,422,510,896,899,Winston County,19198,MS,0
620,422,523,914,1098,Yalobusha County,12678,MS,0
651,443,481,812,870,Yazoo County,28065,MS,0
604,377,505,788,1070,Adair County,25607,MO,0
677,469,507,868,1069,Andrew County,17291,MO,1
604,399,448,890,893,Atchison County,5685,MO,0
716,473,529,978,1106,Audrain County,25529,MO,0
604,391,509,780,807,Barry County,35597,MO,0
604,359,462,760,807,Barton County,12402,MO,0
624,391,461,840,843,Bates County,17049,MO,1
623,411,460,918,921,Benton County,19056,MO,0
636,378,470,825,1006,Bollinger County,12363,MO,1
710,537,551,1039,1256,Boone County,162642,MO,1
677,469,507,868,1069,Buchanan County,89201,MO,1
604,380,457,752,811,Butler County,42794,MO,0
891,559,719,1221,1360,Caldwell County,9424,MO,1
616,452,455,826,899,Callaway County,44332,MO,1
664,438,560,946,1176,Camden County,44002,MO,0
636,378,470,825,1006,Cape Girardeau County,75674,MO,1
604,467,470,752,807,Carroll County,9295,MO,0
604,399,509,890,933,Carter County,6265,MO,0
891,559,719,1221,1360,Cass County,99478,MO,1
647,427,478,909,1000,Cedar County,13982,MO,0
604,399,446,752,807,Chariton County,7831,MO,0
654,441,485,963,967,Christian County,77422,MO,1
604,359,467,788,933,Clark County,7139,MO,0
891,559,719,1221,1360,Clay County,221939,MO,1
891,559,719,1221,1360,Clinton County,20743,MO,1
604,359,446,841,869,Cole County,75990,MO,1
618,408,473,911,987,Cooper County,17601,MO,0
618,496,501,770,921,Crawford County,24696,MO,0
816,533,633,1063,1206,Sullivan city part of Crawford County,1474,MO,1
604,399,463,820,823,Dade County,7883,MO,0
604,407,499,752,807,Dallas County,16777,MO,1
604,399,453,890,933,Daviess County,8433,MO,0
677,469,507,868,1069,DeKalb County,12892,MO,1
614,405,462,869,872,Dent County,15657,MO,0
604,399,509,832,835,Douglas County,13684,MO,0
604,443,446,890,893,Dunklin County,31953,MO,0
816,533,633,1063,1206,Franklin County,101492,MO,1
604,399,467,890,1036,Gasconade County,15222,MO,0
620,409,458,851,947,Gentry County,6738,MO,0
654,441,485,963,967,Greene County,275174,MO,1
604,395,505,890,997,Grundy County,10261,MO,0
628,415,491,782,839,Harrison County,8957,MO,0
645,426,483,914,1123,Henry County,22272,MO,0
604,421,446,752,807,Hickory County,9627,MO,0
604,399,446,789,931,Holt County,4912,MO,0
710,537,551,1039,1256,Howard County,10144,MO,1
604,359,461,772,1070,Howell County,40400,MO,0
604,399,509,805,1070,Iron County,10630,MO,0
891,559,719,1221,1360,Jackson County,674158,MO,1
625,462,469,854,857,Jasper County,117404,MO,1
816,533,633,1063,1206,Jefferson County,218733,MO,1
695,505,524,1024,1051,Johnson County,52595,MO,0
604,399,458,890,933,Knox County,4131,MO,0
604,399,509,834,966,Laclede County,35571,MO,0
891,559,719,1221,1360,Lafayette County,33381,MO,1
604,458,461,858,1070,Lawrence County,38634,MO,0
604,443,446,783,933,Lewis County,10211,MO,0
816,533,633,1063,1206,Lincoln County,52566,MO,1
604,443,446,811,814,Linn County,12761,MO,0
604,443,446,798,807,Livingston County,15195,MO,0
604,447,450,890,915,McDonald County,23083,MO,1
604,443,446,826,928,Macon County,15566,MO,0
654,432,483,836,874,Madison County,12226,MO,0
604,399,509,890,988,Maries County,9176,MO,0
604,360,446,753,942,Marion County,28781,MO,0
604,399,446,831,933,Mercer County,3785,MO,0
638,452,511,804,853,Miller County,24748,MO,0
615,389,455,790,822,Mississippi County,14358,MO,0
604,359,446,772,881,Moniteau County,15607,MO,1
604,399,446,752,818,Monroe County,8840,MO,0
623,411,460,785,1103,Montgomery County,12236,MO,0
608,362,449,757,860,Morgan County,20565,MO,0
604,483,486,786,807,New Madrid County,18956,MO,0
625,462,469,854,857,Newton County,58114,MO,1
608,484,487,762,896,Nodaway County,23370,MO,0
604,399,509,807,973,Oregon County,10881,MO,0
604,359,446,841,869,Osage County,13878,MO,1
604,399,509,752,933,Ozark County,9723,MO,0
604,399,474,777,807,Pemiscot County,18296,MO,0
657,434,486,924,1070,Perry County,18971,MO,0
675,496,499,891,983,Pettis County,42201,MO,0
654,389,483,889,1021,Phelps County,45156,MO,0
604,399,446,879,882,Pike County,18516,MO,0
891,559,719,1221,1360,Platte County,89322,MO,1
604,411,446,861,1070,Polk County,31137,MO,1
781,465,649,1151,1383,Pulaski County,52274,MO,0
604,399,446,752,933,Putnam County,4979,MO,0
639,422,539,942,1098,Ralls County,10167,MO,0
635,378,474,791,1125,Randolph County,25414,MO,0
891,559,719,1221,1360,Ray County,23494,MO,1
604,399,482,752,807,Reynolds County,6696,MO,0
604,399,446,890,917,Ripley County,14100,MO,0
816,533,633,1063,1206,St. Charles County,360485,MO,1
604,399,495,752,807,St. Clair County,9805,MO,0
629,462,465,885,972,Ste. Genevieve County,18145,MO,0
659,484,487,889,975,St. Francois County,65359,MO,0
816,533,633,1063,1206,St. Louis County,998954,MO,1
604,399,446,820,927,Saline County,23370,MO,0
604,412,446,890,1070,Schuyler County,4431,MO,0
604,399,446,769,933,Scotland County,4843,MO,0
604,359,446,760,831,Scott County,39191,MO,0
604,359,446,752,933,Shannon County,8441,MO,0
604,399,446,819,822,Shelby County,6373,MO,0
604,399,452,812,815,Stoddard County,29968,MO,0
696,414,514,867,930,Stone County,32202,MO,0
671,493,496,943,1037,Sullivan County,6714,MO,0
654,497,527,815,1158,Taney County,51675,MO,0
604,359,446,890,1010,Texas County,26008,MO,0
656,410,485,867,877,Vernon County,21159,MO,0
816,533,633,1063,1206,Warren County,32513,MO,1
604,488,509,843,893,Washington County,25195,MO,1
604,399,509,831,1070,Wayne County,13521,MO,0
654,441,485,963,967,Webster County,36202,MO,1
604,399,446,774,933,Worth County,2171,MO,0
604,399,446,762,1062,Wright County,18815,MO,0
816,533,633,1063,1206,St. Louis city,319294,MO,1
643,472,475,948,1019,Beaverhead County,9246,MT,0
643,469,542,912,915,Big Horn County,12865,MT,0
730,533,540,909,976,Blaine County,6491,MT,0
801,585,592,998,1270,Broadwater County,5612,MT,0
728,485,538,1007,1010,Carbon County,10078,MT,1
643,469,529,903,1019,Carter County,1160,MT,0
648,485,505,937,955,Cascade County,81327,MT,1
643,469,542,948,961,Chouteau County,5813,MT,0
643,454,539,937,941,Custer County,11699,MT,0
643,469,496,878,1019,Daniels County,1751,MT,0
643,469,482,923,1139,Dawson County,8966,MT,0
643,469,542,948,1104,Deer Lodge County,9298,MT,0
643,469,529,948,1019,Fallon County,2890,MT,0
690,504,560,902,1222,Fergus County,11586,MT,0
827,571,668,1219,1465,Flathead County,90928,MT,0
771,569,615,1136,1366,Gallatin County,89513,MT,0
643,469,496,903,1019,Garfield County,1206,MT,0
643,519,542,948,1022,Glacier County,13399,MT,0
643,469,542,801,1019,Golden Valley County,884,MT,0
746,545,551,929,1183,Granite County,3079,MT,0
643,469,484,948,951,Hill County,16096,MT,0
819,598,605,1020,1095,Jefferson County,11406,MT,0
643,469,542,917,1019,Judith Basin County,2072,MT,0
675,402,569,870,1130,Lake County,28746,MT,0
785,578,582,1060,1258,Lewis and Clark County,63395,MT,0
643,469,496,903,1019,Liberty County,2339,MT,0
643,519,542,905,1139,Lincoln County,19687,MT,0
643,469,496,948,1139,McCone County,1734,MT,0
780,569,658,971,1042,Madison County,7691,MT,0
643,469,475,801,1019,Meagher County,1891,MT,0
643,469,534,889,892,Mineral County,4223,MT,0
755,558,604,1083,1337,Missoula County,109299,MT,1
643,469,475,893,1019,Musselshell County,4538,MT,0
788,469,582,981,1395,Park County,15636,MT,0
722,527,557,1014,1144,Petroleum County,494,MT,0
643,469,506,903,1019,Phillips County,4253,MT,0
643,469,542,948,1139,Pondera County,6153,MT,0
885,646,682,1304,1403,Powder River County,1743,MT,0
643,469,542,801,1122,Powell County,7027,MT,0
643,469,542,903,1019,Prairie County,1179,MT,0
758,559,563,1117,1121,Ravalli County,40212,MT,0
643,469,542,824,1139,Richland County,9746,MT,0
643,469,475,801,859,Roosevelt County,10425,MT,0
643,469,475,801,859,Rosebud County,9233,MT,0
643,384,479,818,921,Sanders County,11413,MT,0
643,469,542,948,1139,Sheridan County,3384,MT,0
696,511,514,867,1019,Silver Bow County,34200,MT,0
643,433,475,907,1139,Stillwater County,9117,MT,0
706,515,595,1040,1250,Sweet Grass County,3651,MT,0
652,476,508,904,1034,Teton County,6073,MT,0
643,469,542,948,1139,Toole County,5324,MT,0
737,538,568,1027,1168,Treasure County,718,MT,0
643,469,542,890,894,Valley County,7369,MT,0
737,538,568,1035,1168,Wheatland County,2168,MT,0
643,469,496,903,1019,Wibaux County,1017,MT,0
728,485,538,1007,1010,Yellowstone County,147972,MT,1
609,447,450,758,814,Adams County,31364,NE,0
607,409,512,788,811,Antelope County,6685,NE,0
607,409,455,894,897,Arthur County,460,NE,0
607,409,455,765,830,Banner County,690,NE,0
629,424,471,783,860,Blaine County,478,NE,0
607,409,512,756,811,Boone County,5505,NE,0
607,409,466,796,844,Box Butte County,11308,NE,0
607,409,512,894,897,Boyd County,2099,NE,0
607,409,449,756,895,Brown County,3145,NE,0
667,413,493,900,1150,Buffalo County,46102,NE,0
607,409,449,834,837,Burt County,6858,NE,0
607,409,449,801,1001,Butler County,8395,NE,0
807,480,642,1082,1202,Cass County,25241,NE,1
607,409,449,756,1075,Cedar County,8852,NE,0
607,409,449,756,858,Chase County,3966,NE,0
607,409,449,756,830,Cherry County,5713,NE,0
607,409,474,879,882,Cheyenne County,9998,NE,0
607,409,512,756,811,Clay County,6542,NE,0
619,417,522,771,860,Colfax County,10515,NE,0
607,409,449,756,823,Cuming County,9139,NE,0
607,409,512,894,1075,Custer County,10939,NE,0
708,421,550,929,1045,Dakota County,21006,NE,1
607,432,449,894,897,Dawes County,9182,NE,0
607,409,449,756,811,Dawson County,24326,NE,0
607,409,449,756,830,Deuel County,1941,NE,0
708,421,550,929,1045,Dixon County,6000,NE,1
662,394,502,870,885,Dodge County,36691,NE,0
807,480,642,1082,1202,Douglas County,517110,NE,1
607,409,449,756,830,Dundy County,2008,NE,0
607,409,449,785,818,Fillmore County,5890,NE,0
607,409,455,892,1075,Franklin County,3225,NE,0
607,409,449,756,811,Frontier County,2756,NE,0
607,409,449,756,830,Furnas County,4959,NE,0
613,399,459,799,833,Gage County,22311,NE,0
607,409,455,756,1005,Garden County,2057,NE,0
642,433,481,800,858,Garfield County,2049,NE,0
614,414,454,765,839,Gosper County,2044,NE,0
607,409,455,756,830,Grant County,614,NE,0
607,409,455,894,947,Greeley County,2538,NE,0
662,408,512,827,885,Hall County,58607,NE,0
607,409,449,772,921,Hamilton County,9124,NE,0
607,409,449,756,811,Harlan County,3423,NE,0
644,434,482,802,861,Hayes County,967,NE,0
607,409,455,756,854,Hitchcock County,2908,NE,0
607,409,512,756,841,Holt County,10435,NE,0
607,409,455,778,830,Hooker County,736,NE,0
607,409,449,769,811,Howard County,6274,NE,0
607,409,460,756,991,Jefferson County,7547,NE,0
638,430,472,795,853,Johnson County,5217,NE,0
623,420,525,844,847,Kearney County,6489,NE,0
607,409,512,823,1005,Keith County,8368,NE,0
607,409,455,756,830,Keya Paha County,824,NE,0
646,435,477,805,863,Kimball County,3821,NE,0
607,409,512,894,1075,Knox County,8701,NE,0
700,416,530,973,1215,Lancaster County,285407,NE,1
653,388,483,813,931,Lincoln County,36288,NE,0
607,409,455,756,830,Logan County,763,NE,0
607,409,455,756,830,Loup County,632,NE,0
607,409,455,756,830,McPherson County,539,NE,0
637,429,477,822,1021,Madison County,34876,NE,0
607,409,449,894,897,Merrick County,7845,NE,0
607,409,449,769,893,Morrill County,5042,NE,0
607,409,512,756,822,Nance County,3735,NE,0
607,409,481,756,1075,Nemaha County,7248,NE,0
607,409,512,894,897,Nuckolls County,4500,NE,0
607,409,463,894,1075,Otoe County,15740,NE,0
607,409,449,756,811,Pawnee County,2773,NE,0
607,409,455,756,952,Perkins County,2970,NE,0
607,409,512,756,1075,Phelps County,9188,NE,0
607,409,512,756,1071,Pierce County,7266,NE,0
607,490,512,756,926,Platte County,32237,NE,0
607,409,449,756,811,Polk County,5406,NE,0
607,409,479,756,957,Red Willow County,11055,NE,0
607,409,503,756,811,Richardson County,8363,NE,0
607,409,455,772,830,Rock County,1526,NE,0
678,457,501,844,906,Saline County,14200,NE,0
807,480,642,1082,1202,Sarpy County,158840,NE,1
721,429,533,898,964,Saunders County,20780,NE,1
650,459,488,810,953,Scotts Bluff County,36970,NE,0
607,361,473,841,1075,Seward County,16750,NE,1
607,409,512,820,823,Sheridan County,5469,NE,0
607,409,449,756,960,Sherman County,3152,NE,0
607,409,512,817,830,Sioux County,1311,NE,0
607,409,449,894,978,Stanton County,6129,NE,0
607,409,449,756,811,Thayer County,5228,NE,0
607,409,455,756,830,Thomas County,647,NE,0
607,409,449,756,811,Thurston County,6940,NE,0
607,409,449,756,830,Valley County,4260,NE,0
807,480,642,1082,1202,Washington County,20234,NE,1
607,409,449,844,847,Wayne County,9595,NE,0
607,409,512,894,1075,Webster County,3812,NE,0
607,409,455,894,897,Wheeler County,818,NE,0
607,409,458,756,811,York County,13665,NE,0
846,504,656,1054,1498,Churchill County,24877,NV,0
969,630,787,1428,1695,Clark County,1951269,NV,1
942,566,762,1388,1668,Douglas County,46997,NV,0
849,505,628,1085,1382,Elko County,48818,NV,0
643,383,475,903,1032,Esmeralda County,783,NV,0
812,484,600,1011,1303,Eureka County,1987,NV,0
736,439,544,1052,1181,Humboldt County,16528,NV,0
704,420,594,918,1130,Lander County,5775,NV,0
643,383,475,836,875,Lincoln County,5345,NV,0
786,473,663,1158,1392,Lyon County,51980,NV,0
643,383,542,801,1032,Mineral County,4772,NV,0
769,458,568,1032,1043,Nye County,43946,NV,0
643,383,542,948,1032,Pershing County,6753,NV,0
924,551,699,1362,1637,Storey County,4010,NV,1
924,551,699,1362,1637,Washoe County,421407,NV,1
758,452,639,1095,1099,White Pine County,10030,NV,0
870,545,684,1240,1510,Carson City,55274,NV,1
993,729,734,1413,1418,Alton town,5250,NH,0
993,729,734,1413,1418,Barnstead town,4593,NH,0
993,729,734,1413,1418,Belmont town,7356,NH,0
993,729,734,1413,1418,Center Harbor town,1096,NH,0
993,729,734,1413,1418,Gilford town,7126,NH,0
993,729,734,1413,1418,Gilmanton town,3777,NH,0
993,729,734,1413,1418,Laconia city,15951,NH,0
993,729,734,1413,1418,Meredith town,6241,NH,0
993,729,734,1413,1418,New Hampton town,2165,NH,0
993,729,734,1413,1418,Sanbornton town,2966,NH,0
993,729,734,1413,1418,Tilton town,3567,NH,0
1019,707,786,1418,1424,Albany town,735,NH,0
1019,707,786,1418,1424,Bartlett town,2788,NH,0
1019,707,786,1418,1424,Brookfield town,712,NH,0
1019,707,786,1418,1424,Chatham town,337,NH,0
1019,707,786,1418,1424,Conway town,10115,NH,0
1019,707,786,1418,1424,Eaton town,393,NH,0
1019,707,786,1418,1424,Effingham town,1465,NH,0
1019,707,786,1418,1424,Freedom town,1489,NH,0
1019,707,786,1418,1424,Hale's location,120,NH,0
1019,707,786,1418,1424,Hart's Location town,41,NH,0
1019,707,786,1418,1424,Jackson town,816,NH,0
1019,707,786,1418,1424,Madison town,2502,NH,0
1019,707,786,1418,1424,Moultonborough town,4044,NH,0
1019,707,786,1418,1424,Ossipee town,4345,NH,0
1019,707,786,1418,1424,Sandwich town,1326,NH,0
1019,707,786,1418,1424,Tamworth town,2856,NH,0
1019,707,786,1418,1424,Tuftonboro town,2387,NH,0
1019,707,786,1418,1424,Wakefield town,5078,NH,0
1019,707,786,1418,1424,Wolfeboro town,6269,NH,0
1048,662,794,1305,1707,Alstead town,1937,NH,0
1048,662,794,1305,1707,Chesterfield town,3604,NH,0
1048,662,794,1305,1707,Dublin town,1597,NH,0
1048,662,794,1305,1707,Fitzwilliam town,2396,NH,0
1048,662,794,1305,1707,Gilsum town,813,NH,0
1048,662,794,1305,1707,Harrisville town,961,NH,0
1048,662,794,1305,1707,Hinsdale town,4046,NH,0
1048,662,794,1305,1707,Jaffrey town,5457,NH,0
1048,662,794,1305,1707,Keene city,23409,NH,0
1048,662,794,1305,1707,Marlborough town,2063,NH,0
1048,662,794,1305,1707,Marlow town,742,NH,0
1048,662,794,1305,1707,Nelson town,729,NH,0
1048,662,794,1305,1707,Richmond town,1155,NH,0
1048,662,794,1305,1707,Rindge town,6014,NH,0
1048,662,794,1305,1707,Roxbury town,229,NH,0
1048,662,794,1305,1707,Stoddard town,1232,NH,0
1048,662,794,1305,1707,Sullivan town,677,NH,0
1048,662,794,1305,1707,Surry town,732,NH,0
1048,662,794,1305,1707,Swanzey town,7230,NH,0
1048,662,794,1305,1707,Troy town,2145,NH,0
1048,662,794,1305,1707,Walpole town,3734,NH,0
1048,662,794,1305,1707,Westmoreland town,1874,NH,0
1048,662,794,1305,1707,Winchester town,4341,NH,0
709,573,598,946,1134,Atkinson and Gilmanton Academy grant,0,NH,0
709,573,598,946,1134,Beans grant,0,NH,0
709,573,598,946,1134,Beans purchase,0,NH,0
709,573,598,946,1134,Berlin city,10051,NH,0
709,573,598,946,1134,Cambridge township,8,NH,0
709,573,598,946,1134,Carroll town,763,NH,0
709,573,598,946,1134,Chandlers purchase,0,NH,0
709,573,598,946,1134,Clarksville town,265,NH,0
709,573,598,946,1134,Colebrook town,2301,NH,0
709,573,598,946,1134,Columbia town,757,NH,0
709,573,598,946,1134,Crawfords purchase,0,NH,0
709,573,598,946,1134,Cutts grant,0,NH,0
709,573,598,946,1134,Dalton town,979,NH,0
709,573,598,946,1134,Dixs grant,1,NH,0
709,573,598,946,1134,Dixville township,12,NH,0
709,573,598,946,1134,Dummer town,304,NH,0
709,573,598,946,1134,Errol town,291,NH,0
709,573,598,946,1134,Ervings location,0,NH,0
709,573,598,946,1134,Gorham town,2848,NH,0
709,573,598,946,1134,Greens grant,1,NH,0
709,573,598,946,1134,Hadleys purchase,0,NH,0
709,573,598,946,1134,Jefferson town,1107,NH,0
709,573,598,946,1134,Kilkenny township,0,NH,0
709,573,598,946,1134,Lancaster town,3507,NH,0
709,573,598,946,1134,Low and Burbanks grant,0,NH,0
709,573,598,946,1134,Martins location,0,NH,0
709,573,598,946,1134,Milan town,1337,NH,0
709,573,598,946,1134,Millsfield township,23,NH,0
709,573,598,946,1134,Northumberland town,2288,NH,0
709,573,598,946,1134,Odell township,4,NH,0
709,573,598,946,1134,Pinkhams grant,9,NH,0
709,573,598,946,1134,Pittsburg town,869,NH,0
709,573,598,946,1134,Randolph town,310,NH,0
709,573,598,946,1134,Sargents purchase,3,NH,0
709,573,598,946,1134,Second College grant,0,NH,0
709,573,598,946,1134,Shelburne town,372,NH,0
709,573,598,946,1134,Stark town,556,NH,0
709,573,598,946,1134,Stewartstown town,1004,NH,0
709,573,598,946,1134,Stratford town,746,NH,0
709,573,598,946,1134,Success township,0,NH,0
709,573,598,946,1134,Thompson and Meserves purchase,0,NH,0
709,573,598,946,1134,Wentworth location,33,NH,0
709,573,598,946,1134,Whitefield town,2306,NH,0
1213,943,965,1523,1693,Alexandria town,1613,NH,0
1213,943,965,1523,1693,Ashland town,2076,NH,0
1213,943,965,1523,1693,Bath town,1077,NH,0
1213,943,965,1523,1693,Benton town,364,NH,0
1213,943,965,1523,1693,Bethlehem town,2526,NH,0
1213,943,965,1523,1693,Bridgewater town,1083,NH,0
1213,943,965,1523,1693,Bristol town,3054,NH,0
1213,943,965,1523,1693,Campton town,3333,NH,0
1213,943,965,1523,1693,Canaan town,3909,NH,0
1213,943,965,1523,1693,Dorchester town,355,NH,0
1213,943,965,1523,1693,Easton town,254,NH,0
1213,943,965,1523,1693,Ellsworth town,83,NH,0
1213,943,965,1523,1693,Enfield town,4582,NH,0
1213,943,965,1523,1693,Franconia town,1104,NH,0
1213,943,965,1523,1693,Grafton town,1340,NH,0
1213,943,965,1523,1693,Groton town,593,NH,0
1213,943,965,1523,1693,Hanover town,11260,NH,0
1213,943,965,1523,1693,Haverhill town,4697,NH,0
1213,943,965,1523,1693,Hebron town,602,NH,0
1213,943,965,1523,1693,Holderness town,2108,NH,0
1213,943,965,1523,1693,Landaff town,415,NH,0
1213,943,965,1523,1693,Lebanon city,13151,NH,0
1213,943,965,1523,1693,Lincoln town,1662,NH,0
1213,943,965,1523,1693,Lisbon town,1595,NH,0
1213,943,965,1523,1693,Littleton town,5928,NH,0
1213,943,965,1523,1693,Livermore town,0,NH,0
1213,943,965,1523,1693,Lyman town,533,NH,0
1213,943,965,1523,1693,Lyme town,1716,NH,0
1213,943,965,1523,1693,Monroe town,788,NH,0
1213,943,965,1523,1693,Orange town,331,NH,0
1213,943,965,1523,1693,Orford town,1237,NH,0
1213,943,965,1523,1693,Piermont town,790,NH,0
1213,943,965,1523,1693,Plymouth town,6990,NH,0
1213,943,965,1523,1693,Rumney town,1480,NH,0
1213,943,965,1523,1693,Sugar Hill town,563,NH,0
1213,943,965,1523,1693,Thornton town,2490,NH,0
1213,943,965,1523,1693,Warren town,904,NH,0
1213,943,965,1523,1693,Waterville Valley town,247,NH,0
1213,943,965,1523,1693,Wentworth town,911,NH,0
1213,943,965,1523,1693,Woodstock town,1374,NH,0
1159,782,888,1558,1809,Amherst town,11201,NH,1
924,724,767,1154,1322,Antrim town,2637,NH,1
1074,639,846,1338,1515,Bedford town,21203,NH,1
924,724,767,1154,1322,Bennington town,1476,NH,1
1159,782,888,1558,1809,Brookline town,4991,NH,1
924,724,767,1154,1322,Deering town,1912,NH,1
924,724,767,1154,1322,Francestown town,1562,NH,1
1074,639,846,1338,1515,Goffstown town,17651,NH,1
924,724,767,1154,1322,Greenfield town,1749,NH,1
1159,782,888,1558,1809,Greenville town,2105,NH,1
924,724,767,1154,1322,Hancock town,1654,NH,1
924,724,767,1154,1322,Hillsborough town,6011,NH,1
1159,782,888,1558,1809,Hollis town,7684,NH,1
1159,782,888,1558,1809,Hudson town,24467,NH,1
1159,782,888,1558,1809,Litchfield town,8271,NH,1
924,724,767,1154,1322,Lyndeborough town,1683,NH,1
1074,639,846,1338,1515,Manchester city,109565,NH,1
1159,782,888,1558,1809,Mason town,1382,NH,1
1159,782,888,1558,1809,Merrimack town,25494,NH,1
1159,782,888,1558,1809,Milford town,15115,NH,1
1159,782,888,1558,1809,Mont Vernon town,2409,NH,1
1159,782,888,1558,1809,Nashua city,86494,NH,1
924,724,767,1154,1322,New Boston town,5321,NH,1
1159,782,888,1558,1809,New Ipswich town,5099,NH,1
1159,782,888,1558,1809,Pelham town,12897,NH,1
924,724,767,1154,1322,Peterborough town,6284,NH,1
924,724,767,1154,1322,Sharon town,352,NH,1
924,724,767,1154,1322,Temple town,1366,NH,1
1074,639,846,1338,1515,Weare town,8785,NH,1
1159,782,888,1558,1809,Wilton town,3677,NH,1
924,724,767,1154,1322,Windsor town,224,NH,1
1001,639,801,1320,1575,Allenstown town,4322,NH,0
1001,639,801,1320,1575,Andover town,2371,NH,0
1001,639,801,1320,1575,Boscawen town,3965,NH,0
1001,639,801,1320,1575,Bow town,7519,NH,0
1001,639,801,1320,1575,Bradford town,1650,NH,0
1001,639,801,1320,1575,Canterbury town,2352,NH,0
1001,639,801,1320,1575,Chichester town,2523,NH,0
1001,639,801,1320,1575,Concord city,42695,NH,0
1001,639,801,1320,1575,Danbury town,1164,NH,0
1001,639,801,1320,1575,Dunbarton town,2758,NH,0
1001,639,801,1320,1575,Epsom town,4566,NH,0
1001,639,801,1320,1575,Franklin city,8477,NH,0
1001,639,801,1320,1575,Henniker town,4836,NH,0
1001,639,801,1320,1575,Hill town,1089,NH,0
1001,639,801,1320,1575,Hooksett town,13451,NH,0
