two_bed,studio,one_bed,three_bed,four_bed,county_name,pop2010,state,metro
1328,936,1017,1663,1953,Sheldon town,2190,VT,1
1328,936,1017,1663,1953,Swanton town,6427,VT,1
1328,936,1017,1663,1953,Alburgh town,1998,VT,1
1328,936,1017,1663,1953,Grand Isle town,2067,VT,1
1328,936,1017,1663,1953,Isle La Motte town,471,VT,1
1328,936,1017,1663,1953,North Hero town,803,VT,1
1328,936,1017,1663,1953,South Hero town,1631,VT,1
966,641,775,1404,1700,Belvidere town,348,VT,0
966,641,775,1404,1700,Cambridge town,3659,VT,0
966,641,775,1404,1700,Eden town,1323,VT,0
966,641,775,1404,1700,Elmore town,855,VT,0
966,641,775,1404,1700,Hyde Park town,2954,VT,0
966,641,775,1404,1700,Johnson town,3446,VT,0
966,641,775,1404,1700,Morristown town,5227,VT,0
966,641,775,1404,1700,Stowe town,4314,VT,0
966,641,775,1404,1700,Waterville town,673,VT,0
966,641,775,1404,1700,Wolcott town,1676,VT,0
894,532,747,1113,1583,Bradford town,2797,VT,0
894,532,747,1113,1583,Braintree town,1246,VT,0
894,532,747,1113,1583,Brookfield town,1292,VT,0
894,532,747,1113,1583,Chelsea town,1238,VT,0
894,532,747,1113,1583,Corinth town,1367,VT,0
894,532,747,1113,1583,Fairlee town,977,VT,0
894,532,747,1113,1583,Newbury town,2216,VT,0
894,532,747,1113,1583,Orange town,1072,VT,0
894,532,747,1113,1583,Randolph town,4778,VT,0
894,532,747,1113,1583,Strafford town,1098,VT,0
894,532,747,1113,1583,Thetford town,2588,VT,0
894,532,747,1113,1583,Topsham town,1173,VT,0
894,532,747,1113,1583,Tunbridge town,1284,VT,0
894,532,747,1113,1583,Vershire town,730,VT,0
894,532,747,1113,1583,Washington town,1039,VT,0
894,532,747,1113,1583,West Fairlee town,652,VT,0
894,532,747,1113,1583,Williamstown town,3389,VT,0
762,616,637,954,1033,Albany town,941,VT,0
762,616,637,954,1033,Barton town,2810,VT,0
762,616,637,954,1033,Brownington town,988,VT,0
762,616,637,954,1033,Charleston town,1023,VT,0
762,616,637,954,1033,Coventry town,1086,VT,0
762,616,637,954,1033,Craftsbury town,1206,VT,0
762,616,637,954,1033,Derby town,4621,VT,0
762,616,637,954,1033,Glover town,1122,VT,0
762,616,637,954,1033,Greensboro town,762,VT,0
762,616,637,954,1033,Holland town,629,VT,0
762,616,637,954,1033,Irasburg town,1163,VT,0
762,616,637,954,1033,Jay town,521,VT,0
762,616,637,954,1033,Lowell town,879,VT,0
762,616,637,954,1033,Morgan town,749,VT,0
762,616,637,954,1033,Newport city,4589,VT,0
762,616,637,954,1033,Newport town,1594,VT,0
762,616,637,954,1033,Troy town,1662,VT,0
762,616,637,954,1033,Westfield town,536,VT,0
762,616,637,954,1033,Westmore town,350,VT,0
904,647,713,1126,1373,Benson town,1056,VT,0
904,647,713,1126,1373,Brandon town,3966,VT,0
904,647,713,1126,1373,Castleton town,4717,VT,0
904,647,713,1126,1373,Chittenden town,1258,VT,0
904,647,713,1126,1373,Clarendon town,2571,VT,0
904,647,713,1126,1373,Danby town,1311,VT,0
904,647,713,1126,1373,Fair Haven town,2734,VT,0
904,647,713,1126,1373,Hubbardton town,706,VT,0
904,647,713,1126,1373,Ira town,432,VT,0
904,647,713,1126,1373,Killington town,811,VT,0
904,647,713,1126,1373,Mendon town,1059,VT,0
904,647,713,1126,1373,Middletown Springs town,745,VT,0
904,647,713,1126,1373,Mount Holly town,1237,VT,0
904,647,713,1126,1373,Mount Tabor town,255,VT,0
904,647,713,1126,1373,Pawlet town,1477,VT,0
904,647,713,1126,1373,Pittsfield town,546,VT,0
904,647,713,1126,1373,Pittsford town,2991,VT,0
904,647,713,1126,1373,Poultney town,3432,VT,0
904,647,713,1126,1373,Proctor town,1741,VT,0
904,647,713,1126,1373,Rutland city,16495,VT,0
904,647,713,1126,1373,Rutland town,4054,VT,0
904,647,713,1126,1373,Shrewsbury town,1056,VT,0
904,647,713,1126,1373,Sudbury town,560,VT,0
904,647,713,1126,1373,Tinmouth town,613,VT,0
904,647,713,1126,1373,Wallingford town,2079,VT,0
904,647,713,1126,1373,Wells town,1150,VT,0
904,647,713,1126,1373,West Haven town,264,VT,0
904,647,713,1126,1373,West Rutland town,2326,VT,0
983,788,793,1247,1560,Barre city,9052,VT,0
983,788,793,1247,1560,Barre town,7924,VT,0
983,788,793,1247,1560,Berlin town,2887,VT,0
983,788,793,1247,1560,Cabot town,1433,VT,0
983,788,793,1247,1560,Calais town,1607,VT,0
983,788,793,1247,1560,Duxbury town,1337,VT,0
983,788,793,1247,1560,East Montpelier town,2576,VT,0
983,788,793,1247,1560,Fayston town,1353,VT,0
983,788,793,1247,1560,Marshfield town,1588,VT,0
983,788,793,1247,1560,Middlesex town,1731,VT,0
983,788,793,1247,1560,Montpelier city,7855,VT,0
983,788,793,1247,1560,Moretown town,1658,VT,0
983,788,793,1247,1560,Northfield town,6207,VT,0
983,788,793,1247,1560,Plainfield town,1243,VT,0
983,788,793,1247,1560,Roxbury town,691,VT,0
983,788,793,1247,1560,Waitsfield town,1719,VT,0
983,788,793,1247,1560,Warren town,1705,VT,0
983,788,793,1247,1560,Waterbury town,5064,VT,0
983,788,793,1247,1560,Woodbury town,906,VT,0
983,788,793,1247,1560,Worcester town,998,VT,0
972,648,729,1185,1493,Athens town,442,VT,0
972,648,729,1185,1493,Brattleboro town,12046,VT,0
972,648,729,1185,1493,Brookline town,530,VT,0
972,648,729,1185,1493,Dover town,1124,VT,0
972,648,729,1185,1493,Dummerston town,1864,VT,0
972,648,729,1185,1493,Grafton town,679,VT,0
972,648,729,1185,1493,Guilford town,2121,VT,0
972,648,729,1185,1493,Halifax town,728,VT,0
972,648,729,1185,1493,Jamaica town,1035,VT,0
972,648,729,1185,1493,Londonderry town,1769,VT,0
972,648,729,1185,1493,Marlboro town,1078,VT,0
972,648,729,1185,1493,Newfane town,1726,VT,0
972,648,729,1185,1493,Putney town,2702,VT,0
972,648,729,1185,1493,Rockingham town,5282,VT,0
972,648,729,1185,1493,Somerset town,3,VT,0
972,648,729,1185,1493,Stratton town,216,VT,0
972,648,729,1185,1493,Townshend town,1232,VT,0
972,648,729,1185,1493,Vernon town,2206,VT,0
972,648,729,1185,1493,Wardsboro town,900,VT,0
972,648,729,1185,1493,Westminster town,3178,VT,0
972,648,729,1185,1493,Whitingham town,1357,VT,0
972,648,729,1185,1493,Wilmington town,1876,VT,0
972,648,729,1185,1493,Windham town,419,VT,0
1017,730,735,1208,1326,Andover town,467,VT,0
1017,730,735,1208,1326,Baltimore town,244,VT,0
1017,730,735,1208,1326,Barnard town,947,VT,0
1017,730,735,1208,1326,Bethel town,2030,VT,0
1017,730,735,1208,1326,Bridgewater town,936,VT,0
1017,730,735,1208,1326,Cavendish town,1367,VT,0
1017,730,735,1208,1326,Chester town,3154,VT,0
1017,730,735,1208,1326,Hartford town,9952,VT,0
1017,730,735,1208,1326,Hartland town,3393,VT,0
1017,730,735,1208,1326,Ludlow town,1963,VT,0
1017,730,735,1208,1326,Norwich town,3414,VT,0
1017,730,735,1208,1326,Plymouth town,619,VT,0
1017,730,735,1208,1326,Pomfret town,904,VT,0
1017,730,735,1208,1326,Reading town,666,VT,0
1017,730,735,1208,1326,Rochester town,1139,VT,0
1017,730,735,1208,1326,Royalton town,2773,VT,0
1017,730,735,1208,1326,Sharon town,1502,VT,0
1017,730,735,1208,1326,Springfield town,9373,VT,0
1017,730,735,1208,1326,Stockbridge town,736,VT,0
1017,730,735,1208,1326,Weathersfield town,2825,VT,0
1017,730,735,1208,1326,Weston town,566,VT,0
1017,730,735,1208,1326,West Windsor town,1099,VT,0
1017,730,735,1208,1326,Windsor town,3553,VT,0
1017,730,735,1208,1326,Woodstock town,3048,VT,0
745,602,628,928,1184,Accomack County,33164,VA,0
1038,662,875,1321,1498,Albemarle County,98970,VA,1
674,544,548,993,1082,Alleghany County,16250,VA,0
993,797,838,1306,1582,Amelia County,12690,VA,1
746,559,611,955,1100,Amherst County,32353,VA,1
746,559,611,955,1100,Appomattox County,14973,VA,1
1458,1167,1230,1951,2451,Arlington County,207627,VA,1
801,513,634,1057,1402,Augusta County,73750,VA,0
649,524,547,836,1042,Bath County,4731,VA,0
746,559,611,955,1100,Bedford County,68676,VA,1
643,519,542,801,1033,Bland County,6824,VA,0
732,507,587,959,1087,Botetourt County,33148,VA,1
692,508,511,862,1226,Brunswick County,17434,VA,0
643,519,542,801,859,Buchanan County,24098,VA,0
643,519,542,948,1139,Buckingham County,17146,VA,0
746,559,611,955,1100,Campbell County,54842,VA,1
993,797,838,1306,1582,Caroline County,28545,VA,1
643,519,542,870,1091,Carroll County,30042,VA,0
993,797,838,1306,1582,Charles City County,7256,VA,1
643,499,502,870,874,Charlotte County,12586,VA,0
993,797,838,1306,1582,Chesterfield County,316236,VA,1
1458,1167,1230,1951,2451,Clarke County,14034,VA,1
732,507,587,959,1087,Craig County,5190,VA,1
974,579,759,1435,1725,Culpeper County,46689,VA,0
993,797,838,1306,1582,Cumberland County,10052,VA,1
643,472,475,801,859,Dickenson County,15903,VA,0
993,797,838,1306,1582,Dinwiddie County,28001,VA,1
868,633,732,1081,1394,Essex County,11151,VA,0
1458,1167,1230,1951,2451,Fairfax County,1081726,VA,1
1458,1167,1230,1951,2451,Fauquier County,65203,VA,1
643,472,475,801,1033,Floyd County,15279,VA,0
1038,662,875,1321,1498,Fluvanna County,25691,VA,1
643,445,508,821,975,Franklin County,56159,VA,1
819,580,633,1114,1390,Frederick County,78305,VA,1
643,491,542,937,1064,Giles County,17286,VA,1
1107,894,920,1530,1926,Gloucester County,36858,VA,1
993,797,838,1306,1582,Goochland County,21717,VA,1
643,519,542,849,1139,Grayson County,15533,VA,0
1038,662,875,1321,1498,Greene County,18403,VA,1
690,557,582,1017,1020,Greensville County,12243,VA,0
643,498,501,820,859,Halifax County,36241,VA,0
993,797,838,1306,1582,Hanover County,99863,VA,1
993,797,838,1306,1582,Henrico County,306935,VA,1
643,449,540,826,952,Henry County,54151,VA,0
643,519,542,948,951,Highland County,2321,VA,0
1107,894,920,1530,1926,Isle of Wight County,35270,VA,1
1107,894,920,1530,1926,James City County,67009,VA,1
993,797,838,1306,1582,King and Queen County,6945,VA,1
1036,761,766,1367,1617,King George County,23584,VA,0
993,797,838,1306,1582,King William County,15935,VA,1
878,645,649,1093,1410,Lancaster County,11391,VA,0
643,519,529,801,1033,Lee County,25587,VA,0
1458,1167,1230,1951,2451,Loudoun County,312311,VA,1
713,572,601,1051,1054,Louisa County,33153,VA,1
693,509,512,863,926,Lunenburg County,12914,VA,0
974,787,822,1435,1440,Madison County,13308,VA,0
1107,894,920,1530,1926,Mathews County,8978,VA,1
664,536,560,877,957,Mecklenburg County,32727,VA,0
682,551,575,1005,1208,Middlesex County,10959,VA,0
733,527,618,1026,1298,Montgomery County,94392,VA,1
1038,662,875,1321,1498,Nelson County,15020,VA,1
993,797,838,1306,1582,New Kent County,18429,VA,1
777,570,574,968,1308,Northampton County,12389,VA,0
803,616,620,1183,1187,Northumberland County,12330,VA,0
757,612,638,1041,1045,Nottoway County,15853,VA,0
843,619,623,1102,1493,Orange County,33481,VA,0
652,527,540,812,871,Page County,24042,VA,0
643,519,542,823,1033,Patrick County,18490,VA,0
643,412,524,911,914,Pittsylvania County,63506,VA,1
993,797,838,1306,1582,Powhatan County,28046,VA,1
775,582,586,998,1036,Prince Edward County,23368,VA,0
993,797,838,1306,1582,Prince George County,35725,VA,1
1458,1167,1230,1951,2451,Prince William County,402002,VA,1
643,519,542,820,1015,Pulaski County,34872,VA,1
1056,853,891,1550,1696,Rappahannock County,7373,VA,0
777,570,574,1145,1246,Richmond County,9254,VA,0
732,507,587,959,1087,Roanoke County,92376,VA,1
677,498,571,843,1182,Rockbridge County,22307,VA,0
863,658,662,1096,1528,Rockingham County,76314,VA,1
643,519,542,884,1033,Russell County,28897,VA,0
658,461,511,861,974,Scott County,23177,VA,1
816,493,678,1111,1408,Shenandoah County,41993,VA,0
643,519,542,801,984,Smyth County,32208,VA,0
806,606,610,1004,1077,Southampton County,18570,VA,0
1458,1167,1230,1951,2451,Spotsylvania County,122397,VA,1
1458,1167,1230,1951,2451,Stafford County,128961,VA,1
1107,894,920,1530,1926,Surry County,7058,VA,1
993,797,838,1306,1582,Sussex County,12087,VA,1
643,519,542,813,915,Tazewell County,45078,VA,0
910,679,684,1292,1296,Warren County,37575,VA,1
658,461,511,861,974,Washington County,54876,VA,1
752,590,594,959,1208,Westmoreland County,17454,VA,0
643,519,542,801,1017,Wise County,41452,VA,0
645,487,491,829,1142,Wythe County,29235,VA,0
1107,894,920,1530,1926,York County,65464,VA,1
1458,1167,1230,1951,2451,Alexandria city,139966,VA,1
746,559,611,955,1100,Bedford city,6222,VA,1
658,461,511,861,974,Bristol city,17835,VA,1
677,498,571,843,1182,Buena Vista city,6650,VA,0
1038,662,875,1321,1498,Charlottesville city,43475,VA,1
1107,894,920,1530,1926,Chesapeake city,222209,VA,1
674,544,548,993,1082,Clifton Forge city,3884,VA,0
993,797,838,1306,1582,Colonial Heights city,17411,VA,1
674,544,548,993,1082,Covington city,5961,VA,0
643,412,524,911,914,Danville city,43055,VA,1
690,557,582,1017,1020,Emporia city,5927,VA,0
1458,1167,1230,1951,2451,Fairfax city,22565,VA,1
1458,1167,1230,1951,2451,Falls Church city,12332,VA,1
806,606,610,1004,1077,Franklin city,8582,VA,0
1458,1167,1230,1951,2451,Fredericksburg city,24286,VA,1
643,519,542,870,1091,Galax city,7042,VA,0
1107,894,920,1530,1926,Hampton city,137436,VA,1
863,658,662,1096,1528,Harrisonburg city,48914,VA,1
993,797,838,1306,1582,Hopewell city,22591,VA,1
677,498,571,843,1182,Lexington city,7042,VA,0
746,559,611,955,1100,Lynchburg city,75568,VA,1
1458,1167,1230,1951,2451,Manassas city,37821,VA,1
1458,1167,1230,1951,2451,Manassas Park city,14273,VA,1
643,449,540,826,952,Martinsville city,13821,VA,0
1107,894,920,1530,1926,Newport News city,180719,VA,1
1107,894,920,1530,1926,Norfolk city,242803,VA,1
643,519,542,801,1017,Norton city,3958,VA,0
993,797,838,1306,1582,Petersburg city,32420,VA,1
1107,894,920,1530,1926,Poquoson city,12150,VA,1
1107,894,920,1530,1926,Portsmouth city,95535,VA,1
733,527,618,1026,1298,Radford city,16408,VA,1
993,797,838,1306,1582,Richmond city,204214,VA,1
732,507,587,959,1087,Roanoke city,97032,VA,1
732,507,587,959,1087,Salem city,24802,VA,1
801,513,634,1057,1402,Staunton city,23746,VA,0
1107,894,920,1530,1926,Suffolk city,84585,VA,1
1107,894,920,1530,1926,Virginia Beach city,437994,VA,1
801,513,634,1057,1402,Waynesboro city,21006,VA,0
1107,894,920,1530,1926,Williamsburg city,14068,VA,1
819,580,633,1114,1390,Winchester city,26203,VA,1
643,419,542,898,1052,Adams County,18728,WA,0
695,425,538,899,1231,Asotin County,21623,WA,1
829,566,648,1108,1428,Benton County,175177,WA,1
762,453,563,959,1350,Chelan County,72453,WA,1
838,507,619,1203,1208,Clallam County,71404,WA,0
944,682,793,1391,1672,Clark County,425363,WA,1
655,427,484,940,1072,Columbia County,4078,WA,0
737,460,599,1086,1305,Cowlitz County,102410,WA,1
762,453,563,959,1350,Douglas County,38431,WA,1
643,466,542,947,1052,Ferry County,7551,WA,0
829,566,648,1108,1428,Franklin County,78163,WA,1
643,419,542,801,1045,Garfield County,2266,WA,0
679,481,513,918,1111,Grant County,89120,WA,0
681,454,527,972,1005,Grays Harbor County,72797,WA,0
909,574,696,1339,1401,Island County,78506,WA,0
907,540,670,1130,1606,Jefferson County,29872,WA,0
1180,811,959,1739,2090,King County,1931249,WA,1
1020,607,778,1465,1746,Kitsap County,251133,WA,1
818,548,605,1205,1449,Kittitas County,40915,WA,0
680,443,574,851,1050,Klickitat County,20318,WA,0
724,459,543,951,1099,Lewis County,75455,WA,0
643,419,475,801,859,Lincoln County,10570,WA,0
876,522,647,1186,1190,Mason County,60699,WA,0
667,480,535,848,1181,Okanogan County,41120,WA,0
767,456,619,1027,1200,Pacific County,20920,WA,0
685,408,506,901,1121,Pend Oreille County,13001,WA,0
1093,689,839,1611,1936,Pierce County,795225,WA,1
974,759,764,1286,1302,San Juan County,15769,WA,0
988,661,735,1387,1392,Skagit County,116901,WA,1
944,682,793,1391,1672,Skamania County,11066,WA,1
1180,811,959,1739,2090,Snohomish County,713335,WA,1
773,467,571,1105,1254,Spokane County,471221,WA,1
667,490,493,932,1181,Stevens County,43531,WA,0
1026,769,838,1486,1817,Thurston County,252264,WA,1
643,419,475,801,1052,Wahkiakum County,3978,WA,0
731,477,540,966,1295,Walla Walla County,58781,WA,0
948,613,721,1372,1533,Whatcom County,201140,WA,1
736,465,562,1085,1297,Whitman County,44776,WA,0
769,490,597,1027,1240,Yakima County,243231,WA,1
663,452,490,826,906,Barbour County,16589,WV,0
786,517,592,1015,1050,Berkeley County,104169,WV,1
628,463,466,782,936,Boone County,24629,WV,1
628,399,464,782,865,Braxton County,14523,WV,0
656,462,533,879,1007,Brooke County,24069,WV,1
638,380,519,843,1035,Cabell County,96319,WV,1
628,491,522,782,886,Calhoun County,7627,WV,0
714,533,599,940,1064,Clay County,9386,WV,1
628,461,464,782,903,Doddridge County,8202,WV,0
628,436,486,841,871,Fayette County,46039,WV,0
664,520,524,827,938,Gilmer County,8693,WV,0
675,496,499,841,1196,Grant County,11937,WV,0
708,496,597,882,1170,Greenbrier County,35480,WV,0
819,580,633,1114,1390,Hampshire County,23964,WV,1
656,462,533,879,1007,Hancock County,30676,WV,1
699,516,519,871,986,Hardy County,14025,WV,0
628,489,492,813,853,Harrison County,69099,WV,0
628,461,464,804,1014,Jackson County,29211,WV,0
854,596,631,1126,1169,Jefferson County,53498,WV,1
714,533,599,940,1064,Kanawha County,193063,WV,1
656,482,485,817,877,Lewis County,16372,WV,0
714,533,599,940,1064,Lincoln County,21720,WV,1
628,507,530,889,892,Logan County,36743,WV,0
628,507,530,797,886,McDowell County,22113,WV,0
738,596,603,1082,1086,Marion County,56418,WV,0
634,481,509,814,847,Marshall County,33107,WV,1
628,475,478,912,915,Mason County,27324,WV,0
631,490,493,786,843,Mercer County,62264,WV,0
643,459,542,875,997,Mineral County,28212,WV,1
628,374,527,782,1030,Mingo County,26839,WV,0
752,607,634,1014,1025,Monongalia County,96189,WV,1
628,491,530,782,886,Monroe County,13502,WV,0
786,517,592,1015,1050,Morgan County,17541,WV,1
628,491,530,836,959,Nicholas County,26233,WV,0
634,481,509,814,847,Ohio County,44443,WV,1
628,491,530,925,929,Pendleton County,7695,WV,0
642,456,491,862,948,Pleasants County,7605,WV,1
677,497,500,843,955,Pocahontas County,8719,WV,0
752,607,634,1014,1025,Preston County,33520,WV,1
714,533,599,940,1064,Putnam County,55486,WV,1
735,554,558,915,982,Raleigh County,78859,WV,0
647,515,518,920,1126,Randolph County,29405,WV,0
628,491,530,888,891,Ritchie County,10449,WV,0
628,404,530,925,929,Roane County,14926,WV,0
628,491,505,825,839,Summers County,13927,WV,0
631,450,529,920,923,Taylor County,16895,WV,0
628,491,530,925,1045,Tucker County,7141,WV,0
628,491,517,782,839,Tyler County,9208,WV,0
630,484,487,845,888,Upshur County,24254,WV,0
638,380,519,843,1035,Wayne County,42481,WV,1
639,500,535,796,854,Webster County,9154,WV,0
628,491,498,925,1112,Wetzel County,16583,WV,0
642,456,491,862,948,Wirt County,5717,WV,1
642,456,491,862,948,Wood County,86956,WV,1
628,491,496,782,1112,Wyoming County,23796,WV,0
643,408,542,871,1005,Adams County,20875,WI,0
643,408,501,829,859,Ashland County,16157,WI,0
685,408,530,856,1099,Barron County,45870,WI,0
643,383,542,896,900,Bayfield County,15014,WI,0
754,468,569,1077,1106,Brown County,248007,WI,1
675,496,499,890,968,Buffalo County,13587,WI,0
643,408,521,948,951,Burnett County,15457,WI,0
692,412,538,1020,1080,Calumet County,48971,WI,1
748,502,584,1101,1141,Chippewa County,62415,WI,1
643,388,475,801,859,Clark County,34690,WI,0
746,499,551,1053,1121,Columbia County,56833,WI,1
643,472,475,805,922,Crawford County,16644,WI,0
